game,player,agent,winner,won,truncated,steps,turns,victory_points,settlements,cities,roads,played_knights,dev_cards_held,hidden_vp_cards,largest_army,longest_road,longest_road_length
0,WHITE,random_no_trade,NONE,0,1,2000,135,3,2,0,7,2,0,1,False,False,3
0,BLUE,unified,NONE,0,1,2000,135,5,2,0,4,7,0,1,True,False,3
0,ORANGE,tom_dqn,NONE,0,1,2000,135,6,2,0,15,3,0,2,False,True,10
0,RED,ppo,NONE,0,1,2000,135,3,2,0,6,2,0,1,False,False,5
1,WHITE,random_no_trade,ORANGE,0,0,1143,77,3,3,0,6,3,0,0,False,False,3
1,BLUE,unified,ORANGE,0,0,1143,77,3,3,0,12,0,0,0,False,False,6
1,ORANGE,tom_dqn,ORANGE,1,0,1143,77,10,1,1,10,9,0,5,True,False,6
1,RED,ppo,ORANGE,0,0,1143,77,4,2,0,15,0,0,0,False,True,9
2,WHITE,random_no_trade,RED,0,0,1076,71,4,2,0,15,0,0,0,False,True,8
2,BLUE,unified,RED,0,0,1076,71,5,0,2,2,0,0,1,False,False,1
2,ORANGE,tom_dqn,RED,0,0,1076,71,3,3,0,8,1,0,0,False,False,5
2,RED,ppo,RED,1,0,1076,71,10,0,2,5,12,0,4,True,False,3
3,WHITE,random_no_trade,NONE,0,1,2000,136,2,2,0,9,1,0,0,False,False,4
3,BLUE,unified,NONE,0,1,2000,136,2,2,0,7,0,0,0,False,False,6
3,ORANGE,tom_dqn,NONE,0,1,2000,136,4,2,0,15,0,0,0,False,True,10
3,RED,ppo,NONE,0,1,2000,136,7,5,0,15,4,0,0,True,False,9
4,WHITE,random_no_trade,WHITE,1,0,1466,95,10,1,4,15,4,0,1,False,False,7
4,BLUE,unified,WHITE,0,0,1466,95,2,2,0,3,0,0,0,False,False,2
4,ORANGE,tom_dqn,WHITE,0,0,1466,95,9,3,0,15,5,0,2,True,True,8
4,RED,ppo,WHITE,0,0,1466,95,7,1,2,7,5,0,2,False,False,4
5,WHITE,random_no_trade,RED,0,0,1139,78,2,2,0,4,1,0,0,False,False,1
5,BLUE,unified,RED,0,0,1139,78,2,2,0,2,0,0,0,False,False,1
5,ORANGE,tom_dqn,RED,0,0,1139,78,2,2,0,5,0,0,0,False,False,3
5,RED,ppo,RED,1,0,1139,78,10,1,1,4,5,0,5,True,False,3
6,WHITE,random_no_trade,WHITE,1,0,1501,98,10,5,2,15,2,0,1,False,False,5
6,BLUE,unified,WHITE,0,0,1501,98,2,2,0,8,1,0,0,False,False,5
6,ORANGE,tom_dqn,WHITE,0,0,1501,98,5,2,0,15,5,0,1,False,True,7
6,RED,ppo,WHITE,0,0,1501,98,7,2,0,7,6,0,3,True,False,3
7,WHITE,random_no_trade,WHITE,1,0,1540,102,10,2,2,7,8,0,2,True,False,3
7,BLUE,unified,WHITE,0,0,1540,102,4,4,0,6,0,0,0,False,False,4
7,ORANGE,tom_dqn,WHITE,0,0,1540,102,5,2,0,15,0,0,1,False,True,7
7,RED,ppo,WHITE,0,0,1540,102,4,2,0,7,6,0,2,False,False,3
8,WHITE,random_no_trade,WHITE,1,0,994,68,10,4,1,15,1,0,2,False,True,10
8,BLUE,unified,WHITE,0,0,994,68,3,2,0,4,0,0,1,False,False,3
8,ORANGE,tom_dqn,WHITE,0,0,994,68,2,2,0,5,1,0,0,False,False,3
8,RED,ppo,WHITE,0,0,994,68,2,2,0,4,1,0,0,False,False,3
9,WHITE,random_no_trade,NONE,0,1,2000,137,8,1,2,15,7,0,1,True,False,9
9,BLUE,unified,NONE,0,1,2000,137,2,2,0,2,0,0,0,False,False,1
9,ORANGE,tom_dqn,NONE,0,1,2000,137,7,2,0,15,4,0,3,False,True,10
9,RED,ppo,NONE,0,1,2000,137,2,2,0,5,1,0,0,False,False,3
10,WHITE,random_no_trade,NONE,0,1,2000,136,2,2,0,10,2,0,0,False,False,4
10,BLUE,unified,NONE,0,1,2000,136,5,1,1,2,0,0,2,False,False,1
10,ORANGE,tom_dqn,NONE,0,1,2000,136,2,2,0,3,3,0,0,False,False,1
10,RED,ppo,NONE,0,1,2000,136,9,2,0,11,9,0,3,True,True,8
11,WHITE,random_no_trade,NONE,0,1,2000,137,5,2,0,10,1,1,3,False,False,6
11,BLUE,unified,NONE,0,1,2000,137,8,0,4,7,0,0,0,False,False,6
11,ORANGE,tom_dqn,NONE,0,1,2000,137,2,2,0,4,0,0,0,False,False,2
11,RED,ppo,NONE,0,1,2000,137,7,2,0,14,7,0,1,True,True,8
12,WHITE,random_no_trade,WHITE,1,0,1707,119,10,1,2,10,2,0,3,False,True,5
12,BLUE,unified,WHITE,0,0,1707,119,3,3,0,6,0,0,0,False,False,3
12,ORANGE,tom_dqn,WHITE,0,0,1707,119,5,2,0,5,6,0,1,True,False,3
12,RED,ppo,WHITE,0,0,1707,119,3,2,0,3,2,0,1,False,False,2
13,WHITE,random_no_trade,RED,0,0,911,61,2,2,0,7,0,0,0,False,False,4
13,BLUE,unified,RED,0,0,911,61,2,2,0,5,0,0,0,False,False,2
13,ORANGE,tom_dqn,RED,0,0,911,61,2,2,0,4,1,0,0,False,False,2
13,RED,ppo,RED,1,0,911,61,10,2,0,7,12,0,4,True,True,5
14,WHITE,random_no_trade,NONE,0,1,2000,129,6,0,2,4,4,0,2,False,False,1
14,BLUE,unified,NONE,0,1,2000,129,4,3,0,8,2,0,1,False,False,5
14,ORANGE,tom_dqn,NONE,0,1,2000,129,8,3,0,14,5,0,1,True,True,7
14,RED,ppo,NONE,0,1,2000,129,3,2,0,4,3,0,1,False,False,3
15,WHITE,random_no_trade,ORANGE,0,0,1143,74,4,0,2,3,2,0,0,False,False,2
15,BLUE,unified,ORANGE,0,0,1143,74,2,2,0,4,0,0,0,False,False,2
15,ORANGE,tom_dqn,ORANGE,1,0,1143,74,10,2,0,12,8,0,4,True,True,7
15,RED,ppo,ORANGE,0,0,1143,74,2,2,0,5,2,0,0,False,False,4
16,WHITE,random_no_trade,NONE,0,1,2000,141,4,3,0,15,1,0,1,False,False,6
16,BLUE,unified,NONE,0,1,2000,141,2,2,0,9,1,0,0,False,False,7
16,ORANGE,tom_dqn,NONE,0,1,2000,141,4,2,0,15,0,0,0,False,True,8
16,RED,ppo,NONE,0,1,2000,141,2,2,0,8,2,0,0,False,False,6
17,WHITE,random_no_trade,NONE,0,1,2000,135,2,2,0,9,1,0,0,False,False,3
17,BLUE,unified,NONE,0,1,2000,135,6,1,2,9,1,0,1,False,False,7
17,ORANGE,tom_dqn,NONE,0,1,2000,135,7,1,1,7,7,0,2,True,False,4
17,RED,ppo,NONE,0,1,2000,135,8,4,0,15,5,0,2,False,True,10
18,WHITE,random_no_trade,NONE,0,1,2000,132,3,2,0,8,5,0,1,False,False,3
18,BLUE,unified,NONE,0,1,2000,132,4,4,0,9,0,0,0,False,False,7
18,ORANGE,tom_dqn,NONE,0,1,2000,132,6,2,0,15,3,0,2,False,True,9
18,RED,ppo,NONE,0,1,2000,132,8,0,2,5,6,0,2,True,False,3
19,WHITE,random_no_trade,WHITE,1,0,912,60,10,2,2,15,3,0,2,False,True,9
19,BLUE,unified,WHITE,0,0,912,60,2,2,0,4,0,0,0,False,False,3
19,ORANGE,tom_dqn,WHITE,0,0,912,60,5,2,0,11,4,0,1,True,False,6
19,RED,ppo,WHITE,0,0,912,60,2,2,0,3,0,0,0,False,False,2
20,WHITE,random_no_trade,WHITE,1,0,1812,121,10,3,1,15,8,0,1,True,True,11
20,BLUE,unified,WHITE,0,0,1812,121,2,2,0,3,0,0,0,False,False,2
20,ORANGE,tom_dqn,WHITE,0,0,1812,121,4,2,0,15,1,0,2,False,False,7
20,RED,ppo,WHITE,0,0,1812,121,3,2,0,6,1,0,1,False,False,3
21,WHITE,random_no_trade,ORANGE,0,0,1537,106,4,0,2,5,2,0,0,False,False,2
21,BLUE,unified,ORANGE,0,0,1537,106,2,2,0,2,0,0,0,False,False,1
21,ORANGE,tom_dqn,ORANGE,1,0,1537,106,10,1,1,9,3,0,5,False,True,6
21,RED,ppo,ORANGE,0,0,1537,106,4,2,0,4,9,0,0,True,False,3
22,WHITE,random_no_trade,WHITE,1,0,811,53,10,3,1,7,6,0,3,True,False,4
22,BLUE,unified,WHITE,0,0,811,53,2,2,0,7,1,0,0,False,False,6
22,ORANGE,tom_dqn,WHITE,0,0,811,53,5,2,0,15,0,0,1,False,True,9
22,RED,ppo,WHITE,0,0,811,53,2,2,0,3,4,0,0,False,False,1
23,WHITE,random_no_trade,WHITE,1,0,1349,90,10,5,0,15,1,0,3,False,True,10
23,BLUE,unified,WHITE,0,0,1349,90,2,2,0,5,0,0,0,False,False,3
23,ORANGE,tom_dqn,WHITE,0,0,1349,90,3,2,0,4,0,0,1,False,False,2
23,RED,ppo,WHITE,0,0,1349,90,5,2,0,6,13,0,1,True,False,4
24,WHITE,random_no_trade,NONE,0,1,2000,128,9,4,1,15,0,0,3,False,False,7
24,BLUE,unified,NONE,0,1,2000,128,8,4,1,10,3,0,0,False,True,8
24,ORANGE,tom_dqn,NONE,0,1,2000,128,5,2,0,15,7,0,1,True,False,7
24,RED,ppo,NONE,0,1,2000,128,4,1,1,4,4,0,1,False,False,3
25,WHITE,random_no_trade,NONE,0,1,2000,128,9,3,1,15,1,0,2,False,True,10
25,BLUE,unified,NONE,0,1,2000,128,9,4,2,11,1,0,1,False,False,8
25,ORANGE,tom_dqn,NONE,0,1,2000,128,5,2,0,15,9,0,1,True,False,10
25,RED,ppo,NONE,0,1,2000,128,2,2,0,9,3,0,0,False,False,5
26,WHITE,random_no_trade,WHITE,1,0,949,62,10,4,1,15,2,0,2,False,True,9
26,BLUE,unified,WHITE,0,0,949,62,5,0,2,2,1,0,1,False,False,1
26,ORANGE,tom_dqn,WHITE,0,0,949,62,2,2,0,4,3,0,0,False,False,2
26,RED,ppo,WHITE,0,0,949,62,6,2,0,4,6,0,2,True,False,1
27,WHITE,random_no_trade,NONE,0,1,2000,137,4,1,1,9,2,0,1,False,False,4
27,BLUE,unified,NONE,0,1,2000,137,5,5,0,7,0,0,0,False,False,5
27,ORANGE,tom_dqn,NONE,0,1,2000,137,5,3,0,15,1,0,0,False,True,9
27,RED,ppo,NONE,0,1,2000,137,8,2,0,6,11,0,4,True,False,3
28,WHITE,random_no_trade,RED,0,0,1467,98,2,2,0,15,1,0,0,False,False,8
28,BLUE,unified,RED,0,0,1467,98,4,4,0,8,0,0,0,False,False,6
28,ORANGE,tom_dqn,RED,0,0,1467,98,4,1,1,15,2,0,1,False,False,7
28,RED,ppo,RED,1,0,1467,98,10,3,1,15,4,0,1,True,True,11
29,WHITE,random_no_trade,WHITE,1,0,999,62,10,1,4,15,3,0,1,False,False,9
29,BLUE,unified,WHITE,0,0,999,62,2,2,0,2,1,0,0,False,False,1
29,ORANGE,tom_dqn,WHITE,0,0,999,62,7,2,0,15,4,1,1,True,True,10
29,RED,ppo,WHITE,0,0,999,62,3,2,0,4,2,0,1,False,False,2
30,WHITE,random_no_trade,NONE,0,1,2000,129,3,2,0,14,1,0,1,False,False,7
30,BLUE,unified,NONE,0,1,2000,129,7,5,0,13,0,0,0,False,True,9
30,ORANGE,tom_dqn,NONE,0,1,2000,129,6,1,1,12,8,0,1,True,False,7
30,RED,ppo,NONE,0,1,2000,129,8,5,0,15,5,0,3,False,False,8
31,WHITE,random_no_trade,RED,0,0,1497,98,4,0,2,4,2,0,0,False,False,2
31,BLUE,unified,RED,0,0,1497,98,3,3,0,9,1,0,0,False,False,6
31,ORANGE,tom_dqn,RED,0,0,1497,98,4,2,0,15,2,0,0,False,True,8
31,RED,ppo,RED,1,0,1497,98,10,1,1,8,9,0,5,True,False,5
32,WHITE,random_no_trade,WHITE,1,0,1141,76,10,4,2,15,2,0,2,False,False,4
32,BLUE,unified,WHITE,0,0,1141,76,3,2,0,4,0,0,1,False,False,3
32,ORANGE,tom_dqn,WHITE,0,0,1141,76,5,2,0,15,2,0,1,False,True,8
32,RED,ppo,WHITE,0,0,1141,76,4,2,0,6,4,0,0,True,False,5
33,WHITE,random_no_trade,WHITE,1,0,1449,92,10,5,1,15,5,1,3,False,False,8
33,BLUE,unified,WHITE,0,0,1449,92,2,2,0,3,0,0,0,False,False,2
33,ORANGE,tom_dqn,WHITE,0,0,1449,92,4,2,0,15,1,0,2,False,False,6
33,RED,ppo,WHITE,0,0,1449,92,9,5,0,15,5,0,0,True,True,11
34,WHITE,random_no_trade,WHITE,1,0,1462,95,10,5,2,15,3,0,1,False,False,9
34,BLUE,unified,WHITE,0,0,1462,95,2,2,0,3,0,0,0,False,False,2
34,ORANGE,tom_dqn,WHITE,0,0,1462,95,9,2,0,15,6,0,3,True,True,10
34,RED,ppo,WHITE,0,0,1462,95,3,2,0,4,5,0,1,False,False,3
35,WHITE,random_no_trade,RED,0,0,1416,96,4,0,2,7,0,0,0,False,False,3
35,BLUE,unified,RED,0,0,1416,96,2,2,0,2,0,0,0,False,False,1
35,ORANGE,tom_dqn,RED,0,0,1416,96,5,2,0,13,1,0,1,False,True,8
35,RED,ppo,RED,1,0,1416,96,10,0,2,4,13,0,4,True,False,3
36,WHITE,random_no_trade,NONE,0,1,2000,121,9,5,1,15,3,0,2,False,False,7
36,BLUE,unified,NONE,0,1,2000,121,5,3,0,11,0,0,0,False,True,9
36,ORANGE,tom_dqn,NONE,0,1,2000,121,7,1,1,8,6,0,2,True,False,5
36,RED,ppo,NONE,0,1,2000,121,8,5,1,15,5,0,1,False,False,8
37,WHITE,random_no_trade,NONE,0,1,2000,138,8,1,2,7,3,0,1,True,False,3
37,BLUE,unified,NONE,0,1,2000,138,5,5,0,11,0,0,0,False,False,9
37,ORANGE,tom_dqn,NONE,0,1,2000,138,4,2,0,15,3,0,0,False,True,10
37,RED,ppo,NONE,0,1,2000,138,2,2,0,8,1,0,0,False,False,6
38,WHITE,random_no_trade,WHITE,1,0,547,34,10,5,1,15,1,0,1,False,True,10
38,BLUE,unified,WHITE,0,0,547,34,2,2,0,2,0,0,0,False,False,1
38,ORANGE,tom_dqn,WHITE,0,0,547,34,2,2,0,4,0,0,0,False,False,2
38,RED,ppo,WHITE,0,0,547,34,2,2,0,2,0,0,0,False,False,1
39,WHITE,random_no_trade,WHITE,1,0,1166,77,10,5,0,15,5,0,3,True,False,6
39,BLUE,unified,WHITE,0,0,1166,77,3,2,0,2,4,0,1,False,False,1
39,ORANGE,tom_dqn,WHITE,0,0,1166,77,3,1,1,8,1,0,0,False,False,5
39,RED,ppo,WHITE,0,0,1166,77,4,2,0,15,3,0,0,False,True,7
40,WHITE,random_no_trade,WHITE,1,0,764,49,10,2,3,15,2,0,0,False,True,6
40,BLUE,unified,WHITE,0,0,764,49,3,2,0,2,0,0,1,False,False,1
40,ORANGE,tom_dqn,WHITE,0,0,764,49,2,2,0,2,1,0,0,False,False,0
40,RED,ppo,WHITE,0,0,764,49,7,2,0,5,7,1,3,True,False,4
41,WHITE,random_no_trade,WHITE,1,0,1350,89,10,5,1,15,4,0,1,True,False,4
41,BLUE,unified,WHITE,0,0,1350,89,2,2,0,5,1,0,0,False,False,2
41,ORANGE,tom_dqn,WHITE,0,0,1350,89,2,2,0,12,0,0,0,False,False,7
41,RED,ppo,WHITE,0,0,1350,89,5,3,0,15,4,0,0,False,True,9
42,WHITE,random_no_trade,NONE,0,1,2000,130,9,5,0,15,1,0,2,False,True,9
42,BLUE,unified,NONE,0,1,2000,130,5,3,1,9,4,0,0,False,False,7
42,ORANGE,tom_dqn,NONE,0,1,2000,130,2,2,0,7,2,0,0,False,False,3
42,RED,ppo,NONE,0,1,2000,130,9,0,2,8,7,0,3,True,False,7
43,WHITE,random_no_trade,RED,0,0,1892,124,4,2,0,13,5,0,2,False,False,9
43,BLUE,unified,RED,0,0,1892,124,5,3,0,12,0,0,0,False,True,11
43,ORANGE,tom_dqn,RED,0,0,1892,124,2,2,0,9,1,0,0,False,False,5
43,RED,ppo,RED,1,0,1892,124,10,5,0,15,8,1,3,True,False,10
44,WHITE,random_no_trade,WHITE,1,0,1131,70,10,4,1,15,4,0,2,True,False,6
44,BLUE,unified,WHITE,0,0,1131,70,3,3,0,6,0,0,0,False,False,4
44,ORANGE,tom_dqn,WHITE,0,0,1131,70,2,2,0,15,1,0,0,False,False,7
44,RED,ppo,WHITE,0,0,1131,70,7,3,1,15,3,0,0,False,True,8
45,WHITE,random_no_trade,NONE,0,1,2000,135,5,4,0,12,2,0,1,False,False,6
45,BLUE,unified,NONE,0,1,2000,135,7,5,0,10,0,0,0,False,True,7
45,ORANGE,tom_dqn,NONE,0,1,2000,135,8,2,0,11,12,0,4,True,False,6
45,RED,ppo,NONE,0,1,2000,135,2,2,0,2,0,0,0,False,False,1
46,WHITE,random_no_trade,RED,0,0,848,56,2,2,0,7,4,0,0,False,False,4
46,BLUE,unified,RED,0,0,848,56,2,2,0,3,0,0,0,False,False,2
46,ORANGE,tom_dqn,RED,0,0,848,56,2,2,0,3,0,0,0,False,False,1
46,RED,ppo,RED,1,0,848,56,10,1,1,7,9,0,3,True,True,6
47,WHITE,random_no_trade,NONE,0,1,2000,134,8,2,1,15,6,0,2,False,True,9
47,BLUE,unified,NONE,0,1,2000,134,3,3,0,9,0,0,0,False,False,5
47,ORANGE,tom_dqn,NONE,0,1,2000,134,3,2,0,6,1,0,1,False,False,3
47,RED,ppo,NONE,0,1,2000,134,8,0,2,5,7,0,2,True,False,3
48,WHITE,random_no_trade,BLUE,0,0,1244,80,3,3,0,15,0,0,0,False,False,9
48,BLUE,unified,BLUE,1,0,1244,80,10,2,3,14,0,0,0,False,True,10
48,ORANGE,tom_dqn,BLUE,0,0,1244,80,9,4,0,12,3,0,3,True,False,7
48,RED,ppo,BLUE,0,0,1244,80,2,2,0,7,0,0,0,False,False,5
49,WHITE,random_no_trade,RED,0,0,1475,97,5,4,0,15,1,0,1,False,False,8
49,BLUE,unified,RED,0,0,1475,97,6,4,1,15,0,0,0,False,False,8
49,ORANGE,tom_dqn,RED,0,0,1475,97,2,2,0,7,0,0,0,False,False,2
49,RED,ppo,RED,1,0,1475,97,10,5,0,15,4,0,1,True,True,9
50,WHITE,random_no_trade,WHITE,1,0,1731,114,10,2,2,15,4,0,2,False,True,7
50,BLUE,unified,WHITE,0,0,1731,114,4,0,2,2,0,0,0,False,False,1
50,ORANGE,tom_dqn,WHITE,0,0,1731,114,4,2,0,5,4,0,2,False,False,3
50,RED,ppo,WHITE,0,0,1731,114,5,2,0,7,6,0,1,True,False,6
51,WHITE,random_no_trade,WHITE,1,0,1243,82,10,4,2,15,0,0,0,False,True,6
51,BLUE,unified,WHITE,0,0,1243,82,4,0,2,4,2,0,0,False,False,3
51,ORANGE,tom_dqn,WHITE,0,0,1243,82,3,2,0,4,2,0,1,False,False,2
51,RED,ppo,WHITE,0,0,1243,82,8,2,0,2,10,0,4,True,False,1
52,WHITE,random_no_trade,WHITE,1,0,1999,137,10,3,1,9,3,0,3,False,True,7
52,BLUE,unified,WHITE,0,0,1999,137,3,2,0,4,1,0,1,False,False,3
52,ORANGE,tom_dqn,WHITE,0,0,1999,137,2,2,0,4,2,0,0,False,False,2
52,RED,ppo,WHITE,0,0,1999,137,5,2,0,6,8,0,1,True,False,5
53,WHITE,random_no_trade,NONE,0,1,2000,137,6,0,2,4,5,0,2,False,False,1
53,BLUE,unified,NONE,0,1,2000,137,6,2,0,4,5,0,2,True,False,3
53,ORANGE,tom_dqn,NONE,0,1,2000,137,7,5,0,15,3,0,0,False,True,8
53,RED,ppo,NONE,0,1,2000,137,3,2,0,6,1,0,1,False,False,5
54,WHITE,random_no_trade,WHITE,1,0,1670,104,10,4,1,15,7,0,2,True,False,7
54,BLUE,unified,WHITE,0,0,1670,104,2,2,0,2,0,0,0,False,False,1
54,ORANGE,tom_dqn,WHITE,0,0,1670,104,6,2,0,15,5,0,2,False,True,10
54,RED,ppo,WHITE,0,0,1670,104,5,5,0,15,0,0,0,False,False,8
55,WHITE,random_no_trade,RED,0,0,1486,100,3,2,0,4,3,0,1,False,False,2
55,BLUE,unified,RED,0,0,1486,100,5,5,0,10,0,0,0,False,False,8
55,ORANGE,tom_dqn,RED,0,0,1486,100,4,2,0,15,0,0,0,False,True,9
55,RED,ppo,RED,1,0,1486,100,10,2,1,15,9,1,4,True,False,9
56,WHITE,random_no_trade,WHITE,1,0,1142,74,10,1,2,15,5,0,3,True,False,5
56,BLUE,unified,WHITE,0,0,1142,74,3,3,0,6,2,0,0,False,False,4
56,ORANGE,tom_dqn,WHITE,0,0,1142,74,3,2,0,10,3,1,1,False,False,6
56,RED,ppo,WHITE,0,0,1142,74,5,3,0,15,0,0,0,False,True,11
57,WHITE,random_no_trade,ORANGE,0,0,1252,87,2,2,0,15,4,0,0,False,False,5
57,BLUE,unified,ORANGE,0,0,1252,87,2,2,0,5,0,0,0,False,False,4
57,ORANGE,tom_dqn,ORANGE,1,0,1252,87,10,1,1,3,9,0,5,True,False,1
57,RED,ppo,ORANGE,0,0,1252,87,4,2,0,7,1,0,0,False,True,6
58,WHITE,random_no_trade,WHITE,1,0,1242,80,11,2,3,15,4,0,1,True,False,4
58,BLUE,unified,WHITE,0,0,1242,80,4,3,0,6,0,0,1,False,False,3
58,ORANGE,tom_dqn,WHITE,0,0,1242,80,4,2,0,15,0,0,0,False,True,10
58,RED,ppo,WHITE,0,0,1242,80,2,2,0,5,3,0,0,False,False,3
59,WHITE,random_no_trade,NONE,0,1,2000,128,6,5,0,15,3,0,1,False,False,4
59,BLUE,unified,NONE,0,1,2000,128,3,2,0,7,0,0,1,False,False,3
59,ORANGE,tom_dqn,NONE,0,1,2000,128,9,0,2,2,7,0,3,True,False,0
59,RED,ppo,NONE,0,1,2000,128,8,0,3,6,4,0,0,False,True,5
60,WHITE,random_no_trade,NONE,0,1,2000,141,6,1,1,9,5,0,1,True,False,6
60,BLUE,unified,NONE,0,1,2000,141,2,2,0,6,0,0,0,False,False,4
60,ORANGE,tom_dqn,NONE,0,1,2000,141,4,2,0,15,0,0,0,False,True,9
60,RED,ppo,NONE,0,1,2000,141,2,2,0,5,0,0,0,False,False,2
61,WHITE,random_no_trade,BLUE,0,0,1585,107,3,2,0,7,0,0,1,False,False,3
61,BLUE,unified,BLUE,1,0,1585,107,10,1,4,12,3,0,1,False,False,8
61,ORANGE,tom_dqn,BLUE,0,0,1585,107,3,2,0,6,2,0,1,False,False,3
61,RED,ppo,BLUE,0,0,1585,107,8,2,0,15,9,0,2,True,True,8
62,WHITE,random_no_trade,NONE,0,1,2000,130,9,4,2,15,4,0,1,False,False,5
62,BLUE,unified,NONE,0,1,2000,130,5,3,0,6,0,0,0,False,True,5
62,ORANGE,tom_dqn,NONE,0,1,2000,130,6,1,1,11,5,0,1,True,False,4
62,RED,ppo,NONE,0,1,2000,130,6,1,1,4,5,0,3,False,False,3
63,WHITE,random_no_trade,RED,0,0,677,43,2,2,0,15,3,0,0,False,False,4
63,BLUE,unified,RED,0,0,677,43,2,2,0,2,0,0,0,False,False,1
63,ORANGE,tom_dqn,RED,0,0,677,43,2,2,0,2,2,0,0,False,False,0
63,RED,ppo,RED,1,0,677,43,10,2,0,6,7,0,4,True,True,5
64,WHITE,random_no_trade,WHITE,1,0,1400,92,10,5,1,15,3,0,1,False,True,7
64,BLUE,unified,WHITE,0,0,1400,92,3,2,0,4,0,0,1,False,False,3
64,ORANGE,tom_dqn,WHITE,0,0,1400,92,3,2,0,8,2,0,1,False,False,5
64,RED,ppo,WHITE,0,0,1400,92,4,2,0,4,3,1,0,True,False,3
65,WHITE,random_no_trade,WHITE,1,0,1634,111,10,5,1,15,6,0,1,True,False,5
65,BLUE,unified,WHITE,0,0,1634,111,2,2,0,3,0,0,0,False,False,2
65,ORANGE,tom_dqn,WHITE,0,0,1634,111,6,3,0,15,1,0,1,False,True,8
65,RED,ppo,WHITE,0,0,1634,111,3,2,0,6,1,0,1,False,False,4
66,WHITE,random_no_trade,RED,0,0,1743,113,6,5,0,15,0,0,1,False,False,4
66,BLUE,unified,RED,0,0,1743,113,5,5,0,11,0,0,0,False,False,8
66,ORANGE,tom_dqn,RED,0,0,1743,113,4,2,0,15,1,0,0,False,True,10
66,RED,ppo,RED,1,0,1743,113,10,0,2,5,13,0,4,True,False,4
67,WHITE,random_no_trade,WHITE,1,0,574,36,10,5,0,15,2,0,3,False,True,8
67,BLUE,unified,WHITE,0,0,574,36,2,2,0,2,0,0,0,False,False,1
67,ORANGE,tom_dqn,WHITE,0,0,574,36,3,2,0,4,2,1,1,False,False,1
67,RED,ppo,WHITE,0,0,574,36,2,2,0,4,0,0,0,False,False,3
68,WHITE,random_no_trade,WHITE,1,0,1335,81,10,4,2,15,4,0,0,False,True,7
68,BLUE,unified,WHITE,0,0,1335,81,2,2,0,2,0,0,0,False,False,1
68,ORANGE,tom_dqn,WHITE,0,0,1335,81,3,2,0,4,3,0,1,False,False,2
68,RED,ppo,WHITE,0,0,1335,81,8,2,0,3,7,0,4,True,False,1
69,WHITE,random_no_trade,NONE,0,1,2000,137,7,5,0,15,1,0,0,False,True,7
69,BLUE,unified,NONE,0,1,2000,137,4,2,0,9,3,0,2,False,False,6
69,ORANGE,tom_dqn,NONE,0,1,2000,137,2,2,0,9,2,0,0,False,False,5
69,RED,ppo,NONE,0,1,2000,137,5,2,0,5,7,0,1,True,False,3
70,WHITE,random_no_trade,NONE,0,1,2000,129,9,0,3,4,5,0,1,True,False,2
70,BLUE,unified,NONE,0,1,2000,129,3,2,0,4,3,0,1,False,False,1
70,ORANGE,tom_dqn,NONE,0,1,2000,129,4,2,0,15,1,0,0,False,True,10
70,RED,ppo,NONE,0,1,2000,129,8,5,0,15,5,0,3,False,False,9
71,WHITE,random_no_trade,NONE,0,1,2000,139,3,3,0,8,0,0,0,False,False,4
71,BLUE,unified,NONE,0,1,2000,139,7,3,0,9,9,3,2,True,False,7
71,ORANGE,tom_dqn,NONE,0,1,2000,139,4,2,0,15,0,0,0,False,True,11
71,RED,ppo,NONE,0,1,2000,139,3,2,0,4,0,0,1,False,False,3
72,WHITE,random_no_trade,NONE,0,1,2000,137,2,2,0,9,1,0,0,False,False,3
72,BLUE,unified,NONE,0,1,2000,137,2,2,0,4,1,0,0,False,False,1
72,ORANGE,tom_dqn,NONE,0,1,2000,137,5,2,0,15,3,0,1,False,True,10
72,RED,ppo,NONE,0,1,2000,137,8,2,0,10,9,0,4,True,False,8
73,WHITE,random_no_trade,NONE,0,1,2000,136,5,3,1,9,1,0,0,False,False,5
73,BLUE,unified,NONE,0,1,2000,136,3,3,0,5,0,0,0,False,False,4
73,ORANGE,tom_dqn,NONE,0,1,2000,136,9,2,0,13,8,0,3,True,True,7
73,RED,ppo,NONE,0,1,2000,136,4,2,0,3,5,0,2,False,False,2
74,WHITE,random_no_trade,NONE,0,1,2000,133,8,1,2,7,4,0,3,False,False,5
74,BLUE,unified,NONE,0,1,2000,133,2,2,0,5,2,0,0,False,False,3
74,ORANGE,tom_dqn,NONE,0,1,2000,133,5,2,0,15,2,0,1,False,True,9
74,RED,ppo,NONE,0,1,2000,133,5,2,0,6,6,0,1,True,False,4
75,WHITE,random_no_trade,NONE,0,1,2000,134,6,2,0,9,3,0,2,True,False,3
75,BLUE,unified,NONE,0,1,2000,134,2,2,0,4,1,0,0,False,False,3
75,ORANGE,tom_dqn,NONE,0,1,2000,134,2,2,0,15,1,0,0,False,False,8
75,RED,ppo,NONE,0,1,2000,134,8,5,0,15,3,0,1,False,True,9
76,WHITE,random_no_trade,NONE,0,1,2000,130,8,4,1,15,2,0,2,False,False,5
76,BLUE,unified,NONE,0,1,2000,130,5,3,0,10,0,0,0,False,True,6
76,ORANGE,tom_dqn,NONE,0,1,2000,130,3,2,0,2,3,0,1,False,False,0
